,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
9431,Private,187431.0,9.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,,
9432,Private,,9.0,,Transport-moving,Not-in-family,Male,0.0,0.0,40.0,,
9433,Private,118786.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
9434,Private,,9.0,,Other-service,Wife,Female,0.0,0.0,40.0,,
9435,Federal-gov,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
9436,Private,,,Never-married,Other-service,Not-in-family,Male,,,40.0,,<=50K
9437,Private,,13.0,,Other-service,Wife,Female,0.0,0.0,40.0,,
9438,Self-emp-not-inc,,,Married-civ-spouse,Farming-fishing,Husband,Male,,,60.0,United-States,<=50K
9439,Private,,10.0,,Other-service,Wife,Female,0.0,0.0,40.0,,
9440,Private,419732.0,10.0,Divorced,Other-service,Unmarried,,0.0,0.0,,,
9441,,193895.0,4.0,Divorced,,Unmarried,,0.0,0.0,,,
9442,Private,205407.0,9.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,,,
9443,State-gov,,,Never-married,Prof-specialty,Not-in-family,Male,,,45.0,United-States,>50K
9444,Private,,16.0,,Prof-specialty,Husband,Male,0.0,2051.0,60.0,,
9445,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,<=50K
9446,Local-gov,,,Married-civ-spouse,Prof-specialty,Wife,Female,,,45.0,United-States,<=50K
9447,Private,,10.0,,Other-service,Own-child,Female,0.0,0.0,40.0,,
9448,Private,,,Divorced,Machine-op-inspct,Own-child,Female,,,40.0,United-States,<=50K
9449,Federal-gov,,11.0,,Prof-specialty,Not-in-family,Female,13550.0,0.0,40.0,,
9450,Local-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,35.0,United-States,<=50K
9451,State-gov,,13.0,,Sales,Not-in-family,Female,0.0,0.0,40.0,,
9452,,,,Widowed,,Not-in-family,Female,,,35.0,United-States,<=50K
9453,Federal-gov,,9.0,,Adm-clerical,Wife,Female,0.0,0.0,40.0,,
9454,Self-emp-not-inc,219420.0,16.0,Divorced,Sales,Not-in-family,,0.0,0.0,,,
9455,Private,,10.0,,Sales,Husband,Male,0.0,0.0,40.0,,
9456,Private,,,Never-married,Craft-repair,Unmarried,Male,,,40.0,United-States,<=50K
9457,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
9458,Private,,,Never-married,Prof-specialty,Not-in-family,Female,,,45.0,Mexico,<=50K
9459,,,9.0,,,Other-relative,Female,0.0,0.0,40.0,,
9460,,,7.0,,,Own-child,Female,0.0,0.0,16.0,,
9461,Private,42857.0,10.0,Never-married,Sales,Own-child,,0.0,0.0,,,
9462,Private,181916.0,10.0,Separated,Machine-op-inspct,Not-in-family,,0.0,0.0,,,
9463,Private,224462.0,7.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
9464,Self-emp-not-inc,,,Married-civ-spouse,Farming-fishing,Husband,Male,,,70.0,United-States,<=50K
9465,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0,,
9466,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,25.0,United-States,<=50K
9467,Private,,10.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
9468,Private,160120.0,14.0,Never-married,Prof-specialty,Unmarried,,0.0,0.0,,,
9469,Private,,10.0,,Farming-fishing,Unmarried,Male,0.0,0.0,50.0,,
9470,Private,,10.0,,Sales,Other-relative,Male,0.0,0.0,40.0,,
9471,Local-gov,,13.0,,Protective-serv,Husband,Male,0.0,0.0,50.0,,
9472,Self-emp-not-inc,410351.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9473,Private,,7.0,,Transport-moving,Husband,Male,0.0,0.0,40.0,,
9474,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,45.0,United-States,<=50K
9475,Private,,9.0,Divorced,,,,0.0,0.0,,Mexico,<=50K
9476,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,<=50K
9477,Private,,,Never-married,Handlers-cleaners,Other-relative,Male,,,40.0,United-States,<=50K
9478,Private,137063.0,9.0,Never-married,Sales,Unmarried,,0.0,0.0,,,
9479,,,7.0,,,Own-child,Female,0.0,0.0,10.0,,
9480,Private,,,Never-married,Other-service,Own-child,Female,,,16.0,United-States,<=50K
9481,Private,,12.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
9482,Private,138944.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
9483,Self-emp-not-inc,,9.0,,Farming-fishing,Husband,Male,4931.0,0.0,70.0,,
9484,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,50.0,,
9485,Private,,,Married-civ-spouse,Tech-support,Husband,Male,,,40.0,United-States,>50K
9486,Self-emp-not-inc,,,Never-married,Exec-managerial,Not-in-family,Male,,,40.0,United-States,<=50K
9487,Private,,,Never-married,Exec-managerial,Not-in-family,Male,,,50.0,United-States,<=50K
9488,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
9489,Federal-gov,,10.0,,Adm-clerical,Not-in-family,Male,0.0,1944.0,20.0,,
9490,State-gov,217251.0,11.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,,
9491,Private,,10.0,,Adm-clerical,Own-child,Female,0.0,0.0,15.0,,
9492,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,42.0,,
9493,Private,,11.0,,Sales,Not-in-family,Male,27828.0,0.0,40.0,,
9494,Private,,,Divorced,Exec-managerial,Unmarried,Female,,,40.0,Mexico,<=50K
9495,Private,199555.0,9.0,Never-married,Transport-moving,Not-in-family,,0.0,0.0,,,
9496,Private,,,Never-married,Tech-support,Not-in-family,Male,,,40.0,United-States,<=50K
9497,Private,,,Divorced,Machine-op-inspct,Own-child,Male,,,40.0,United-States,<=50K
9498,Private,266189.0,9.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,,
9499,Private,220562.0,5.0,Never-married,Sales,Other-relative,,0.0,0.0,,,
9500,Self-emp-not-inc,167380.0,4.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,,
9501,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,60.0,,
9502,State-gov,,,Divorced,Tech-support,Unmarried,Female,,,10.0,United-States,<=50K
9503,Private,,,Married-civ-spouse,Sales,Husband,Male,,,50.0,United-States,>50K
9504,Private,,,Divorced,Machine-op-inspct,Other-relative,Male,,,40.0,United-States,<=50K
9505,Private,,,Separated,Adm-clerical,Unmarried,Female,,,45.0,United-States,<=50K
9506,Private,,9.0,,Other-service,Unmarried,Female,0.0,0.0,32.0,,
9507,Self-emp-inc,188861.0,14.0,Never-married,Exec-managerial,Not-in-family,,0.0,1564.0,,,
9508,Private,,,Never-married,Other-service,Unmarried,Female,,,48.0,El-Salvador,<=50K
9509,Private,,,Never-married,Prof-specialty,Not-in-family,Male,,,25.0,United-States,<=50K
9510,Self-emp-not-inc,,,Married-civ-spouse,Transport-moving,Husband,Male,,,50.0,United-States,<=50K
9511,Self-emp-inc,,10.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
9512,Private,,6.0,,Transport-moving,Husband,Male,0.0,0.0,20.0,,
9513,Private,,,Married-civ-spouse,Exec-managerial,Wife,Female,,,40.0,United-States,<=50K
9514,Private,,10.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
9515,Private,,,Never-married,Sales,Own-child,Male,,,40.0,Puerto-Rico,<=50K
9516,Self-emp-not-inc,76855.0,10.0,Divorced,Transport-moving,Unmarried,,0.0,0.0,,,
9517,Private,,13.0,,Other-service,Other-relative,Male,0.0,0.0,20.0,,
9518,Private,,10.0,Never-married,,,Male,0.0,1902.0,40.0,United-States,<=50K
9519,Private,,,Never-married,Craft-repair,Not-in-family,Male,,,50.0,United-States,<=50K
9520,Private,,,Never-married,Adm-clerical,Own-child,Female,,,40.0,United-States,<=50K
9521,Private,,,Never-married,Craft-repair,Not-in-family,Female,,,45.0,United-States,<=50K
9522,Local-gov,,,Never-married,Prof-specialty,Not-in-family,Female,,,40.0,United-States,<=50K
9523,Private,208447.0,8.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
9524,Private,,10.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
9525,Private,737315.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
9526,Private,,,Divorced,Machine-op-inspct,Unmarried,Male,,,40.0,United-States,<=50K
9527,Private,338833.0,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
9528,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,50.0,United-States,>50K
9529,Private,215955.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9530,State-gov,,,Divorced,Protective-serv,Unmarried,Female,,,40.0,United-States,<=50K
9531,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,52.0,United-States,<=50K
9532,Private,175856.0,7.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
9533,Private,392812.0,9.0,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,,,
9534,Self-emp-not-inc,252431.0,10.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,,
9535,Private,99146.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1977.0,,,
9536,Private,,9.0,,Craft-repair,Other-relative,Male,0.0,0.0,40.0,,
9537,,,,Divorced,,Not-in-family,Male,,,40.0,United-States,<=50K
9538,Private,,,Divorced,Machine-op-inspct,Not-in-family,Female,,,40.0,United-States,<=50K
9539,Private,,,Married-civ-spouse,Other-service,Husband,Male,,,60.0,United-States,<=50K
9540,Private,,,Never-married,Sales,Not-in-family,Female,,,40.0,United-States,<=50K
9541,Private,,,,Prof-specialty,Own-child,Male,0.0,0.0,98.0,,
9542,Private,,,Divorced,Sales,Not-in-family,Female,,,30.0,United-States,>50K
9543,Private,111415.0,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,,
9544,Local-gov,,,Married-civ-spouse,Prof-specialty,Wife,Female,,,40.0,United-States,>50K
9545,Local-gov,,,Married-civ-spouse,Prof-specialty,Wife,Female,,,40.0,United-States,>50K
9546,State-gov,,,Divorced,Exec-managerial,Not-in-family,Male,,,40.0,United-States,<=50K
9547,Private,98639.0,13.0,Never-married,Tech-support,Not-in-family,,0.0,0.0,,,
9548,Private,,,Never-married,Prof-specialty,Not-in-family,Male,,,45.0,United-States,>50K
9549,Private,,,Divorced,Sales,Not-in-family,Female,,,40.0,United-States,<=50K
9550,Private,,10.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0,,
9551,Private,140001.0,9.0,Never-married,Sales,Own-child,,0.0,0.0,,,
9552,Private,,13.0,,Sales,Not-in-family,Female,0.0,0.0,50.0,,
9553,Private,,13.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,50.0,,
9554,Local-gov,153005.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
9555,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0,,
9556,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,40.0,United-States,>50K
9557,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,40.0,United-States,<=50K
9558,Private,220531.0,16.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
9559,Local-gov,,,Widowed,Other-service,Not-in-family,Female,,,20.0,United-States,<=50K
9560,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
9561,Private,340543.0,9.0,Never-married,Tech-support,Not-in-family,,0.0,0.0,,,
9562,Private,191524.0,11.0,Separated,Prof-specialty,Own-child,,0.0,0.0,,,
9563,State-gov,,,Divorced,Adm-clerical,Unmarried,Male,,,38.0,United-States,<=50K
9564,,305327.0,10.0,Never-married,,Own-child,,0.0,0.0,,,
9565,Private,,,Married-civ-spouse,Prof-specialty,Own-child,Female,,,40.0,United-States,<=50K
9566,Private,,9.0,,Sales,Husband,Male,0.0,0.0,40.0,,
9567,,,,Divorced,,Not-in-family,Female,,,35.0,United-States,<=50K
9568,Federal-gov,113570.0,12.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,,
9569,,,,Never-married,,Own-child,Female,,,40.0,United-States,<=50K
9570,Private,,12.0,,Machine-op-inspct,Husband,Male,2829.0,0.0,40.0,,
9571,Private,,9.0,,Other-service,Unmarried,Female,0.0,0.0,40.0,,
9572,Private,,,Never-married,Sales,Own-child,Male,,,30.0,Mexico,<=50K
9573,Self-emp-inc,,,Married-civ-spouse,Sales,Husband,Male,,,40.0,,>50K
9574,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,<=50K
9575,Private,410913.0,9.0,Married-spouse-absent,Farming-fishing,Unmarried,,0.0,0.0,,,
9576,Private,,,Separated,Transport-moving,Unmarried,Male,,,80.0,United-States,<=50K
9577,Private,,9.0,,Sales,Unmarried,Female,0.0,0.0,50.0,,
9578,Private,,,Separated,Tech-support,Own-child,Female,,,40.0,United-States,<=50K
9579,Private,150076.0,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
9580,Private,188872.0,9.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,,
9581,State-gov,,9.0,,Other-service,Own-child,Male,0.0,0.0,40.0,,
9582,Private,,,Married-civ-spouse,Adm-clerical,Wife,Female,,,40.0,United-States,>50K
9583,,,7.0,,,Not-in-family,Female,0.0,0.0,40.0,,
9584,Private,,7.0,,Transport-moving,Unmarried,Female,0.0,0.0,40.0,,
9585,Private,148409.0,10.0,Never-married,Sales,Other-relative,,1055.0,0.0,,,
9586,Private,,13.0,,Exec-managerial,Own-child,Male,0.0,0.0,40.0,,
9587,Private,,13.0,,Other-service,Not-in-family,Female,0.0,0.0,8.0,,
9588,Private,,10.0,,Machine-op-inspct,Not-in-family,Male,0.0,0.0,42.0,,
9589,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,50.0,,
9590,Private,,,Divorced,Craft-repair,Unmarried,Male,,,25.0,United-States,<=50K
9591,Federal-gov,,13.0,,Adm-clerical,Husband,Male,0.0,1977.0,40.0,,
9592,Private,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0,,
9593,Private,,,Divorced,Other-service,Not-in-family,Female,,,40.0,United-States,<=50K
9594,,,10.0,Never-married,,,,0.0,0.0,,United-States,<=50K
9595,Private,267706.0,9.0,Never-married,Sales,Unmarried,,0.0,0.0,,,
9596,Federal-gov,,10.0,,Transport-moving,Wife,Female,7298.0,0.0,40.0,,
9597,Private,124771.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9598,Self-emp-not-inc,,,Married-civ-spouse,Prof-specialty,Other-relative,Female,,,20.0,United-States,>50K
9599,Private,,11.0,,Other-service,Own-child,Female,0.0,0.0,36.0,,
9600,Local-gov,,,Married-civ-spouse,Handlers-cleaners,Husband,Male,,,40.0,United-States,<=50K
9601,Private,27494.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
9602,Private,,,Never-married,Other-service,Not-in-family,Female,,,24.0,United-States,<=50K
9603,Private,323545.0,9.0,Never-married,Tech-support,Not-in-family,,0.0,0.0,,,
9604,Federal-gov,35576.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9605,Private,,,Never-married,Other-service,Not-in-family,Male,,,35.0,United-States,<=50K
9606,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,United-States,<=50K
9607,Private,169042.0,6.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
9608,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
9609,Private,,9.0,,Protective-serv,Not-in-family,Male,0.0,0.0,40.0,,
9610,Local-gov,,,Never-married,Protective-serv,Unmarried,Male,,,56.0,United-States,<=50K
9611,Self-emp-not-inc,263300.0,12.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,,
9612,Self-emp-inc,,10.0,,Exec-managerial,Husband,Male,15024.0,0.0,60.0,,
9613,Private,,,Never-married,Craft-repair,Not-in-family,Male,,,45.0,United-States,>50K
9614,Private,,,Never-married,Exec-managerial,Own-child,Male,,,40.0,,<=50K
9615,Private,266600.0,9.0,Married-civ-spouse,Adm-clerical,Husband,,3137.0,0.0,,,
9616,Self-emp-not-inc,222450.0,9.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,,
9617,Local-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,50.0,United-States,<=50K
9618,Self-emp-inc,,,Divorced,Craft-repair,Unmarried,Male,,,25.0,United-States,<=50K
9619,Self-emp-not-inc,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,50.0,,
9620,,,10.0,,,Own-child,Male,0.0,0.0,30.0,,
9621,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,56.0,,
9622,Self-emp-not-inc,,10.0,,Sales,Husband,Male,0.0,0.0,60.0,,
9623,Private,,,Never-married,Adm-clerical,Own-child,Female,,,40.0,United-States,<=50K
9624,,,9.0,,,Own-child,Female,0.0,0.0,20.0,,
9625,Local-gov,113545.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
9626,Private,,13.0,,Sales,Wife,Female,0.0,0.0,72.0,,
9627,Private,107452.0,10.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
9628,Self-emp-inc,,10.0,,Sales,Husband,Male,0.0,0.0,50.0,,
9629,Local-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,55.0,United-States,>50K
9630,Self-emp-not-inc,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,25.0,,
9631,Private,307767.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9632,Local-gov,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,>50K
9633,Private,,,Married-spouse-absent,Craft-repair,Unmarried,Male,,,40.0,United-States,>50K
9634,State-gov,,10.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
9635,Private,,4.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0,,
9636,Private,,13.0,,Tech-support,Not-in-family,Female,0.0,0.0,20.0,,
9637,Private,336042.0,9.0,Separated,Craft-repair,Not-in-family,,0.0,0.0,,,
9638,Private,243283.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
9639,Private,,,Never-married,Other-service,Own-child,Female,,,40.0,United-States,<=50K
9640,Private,,9.0,,Craft-repair,Own-child,Male,0.0,0.0,40.0,,
9641,Private,198330.0,14.0,Widowed,Prof-specialty,Unmarried,,0.0,0.0,,,
9642,Private,,13.0,,Adm-clerical,Own-child,Female,0.0,0.0,40.0,,
9643,Private,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0,,
9644,Private,,9.0,,Adm-clerical,Not-in-family,Male,0.0,0.0,40.0,,
9645,Self-emp-not-inc,,9.0,,Farming-fishing,Not-in-family,Male,0.0,0.0,86.0,,
9646,Private,,14.0,,Tech-support,Not-in-family,Male,0.0,0.0,40.0,,
9647,Local-gov,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,>50K
9648,Private,,9.0,,Machine-op-inspct,Husband,Male,3464.0,0.0,40.0,,
9649,Private,96219.0,,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,,
9650,Self-emp-not-inc,118174.0,12.0,Married-civ-spouse,Sales,Husband,,20051.0,0.0,,,
9651,Self-emp-inc,176357.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9652,Private,,,Never-married,Prof-specialty,Not-in-family,Male,,,40.0,United-States,<=50K
9653,Self-emp-not-inc,,10.0,,Exec-managerial,Unmarried,Female,0.0,0.0,40.0,,
9654,Private,,10.0,,Other-service,Not-in-family,Female,0.0,0.0,18.0,,
9655,Private,272451.0,13.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
9656,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,50.0,United-States,>50K
9657,Local-gov,,,Separated,Prof-specialty,Unmarried,Female,,,40.0,United-States,<=50K
9658,Private,,3.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
9659,Private,296394.0,9.0,Never-married,Machine-op-inspct,Unmarried,,0.0,0.0,,,
9660,Private,,14.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,40.0,,
9661,Private,,10.0,,Other-service,Unmarried,Female,0.0,0.0,36.0,,
9662,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,35.0,United-States,>50K
9663,Private,,,Divorced,Adm-clerical,Unmarried,Female,,,40.0,United-States,<=50K
9664,Private,182545.0,9.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,,
9665,Private,,13.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,55.0,,
9666,Self-emp-not-inc,,,Married-civ-spouse,Farming-fishing,Husband,Male,,,2.0,United-States,<=50K
9667,Private,,10.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
9668,Local-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,60.0,United-States,<=50K
9669,Private,105010.0,13.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,,
9670,Private,,13.0,,Sales,Husband,Male,0.0,0.0,40.0,,
9671,Private,53727.0,14.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
9672,,,,Widowed,,Not-in-family,Female,,,40.0,United-States,<=50K
9673,Private,105060.0,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
9674,Self-emp-not-inc,,9.0,,Farming-fishing,Husband,Male,0.0,0.0,40.0,,
9675,Federal-gov,,10.0,,Adm-clerical,Husband,Male,0.0,0.0,32.0,,
9676,Private,,7.0,,Transport-moving,Other-relative,Male,0.0,0.0,10.0,,
9677,Private,,,Never-married,Sales,Not-in-family,Female,,,25.0,United-States,<=50K
9678,Private,,16.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,60.0,,
9679,Private,390657.0,10.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
9680,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,60.0,,
9681,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,<=50K
9682,Private,,,Married-civ-spouse,Handlers-cleaners,Husband,Male,,,40.0,United-States,<=50K
9683,State-gov,,,Divorced,Craft-repair,Own-child,Male,,,40.0,United-States,<=50K
9684,Private,,,Separated,Exec-managerial,Unmarried,Female,,,40.0,United-States,<=50K
9685,Private,236907.0,9.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,,
9686,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,44.0,United-States,>50K
9687,Self-emp-not-inc,379412.0,11.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9688,Private,220589.0,12.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
9689,Local-gov,,,Married-civ-spouse,Adm-clerical,Wife,Female,,,40.0,United-States,<=50K
9690,Private,,,Married-civ-spouse,Handlers-cleaners,Wife,Female,,,35.0,United-States,<=50K
9691,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0,,
9692,Self-emp-not-inc,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,50.0,United-States,>50K
9693,Private,,11.0,,Prof-specialty,Wife,Female,0.0,0.0,36.0,,
9694,Federal-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,China,>50K
9695,Private,144594.0,9.0,Married-civ-spouse,Adm-clerical,Husband,,2829.0,0.0,,,
9696,Private,130849.0,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
9697,Self-emp-inc,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,30.0,United-States,<=50K
9698,State-gov,,13.0,,Tech-support,Husband,Male,0.0,0.0,40.0,,
9699,Private,275034.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,1740.0,,,
9700,Private,,,Divorced,Craft-repair,Not-in-family,Female,,,40.0,United-States,>50K
9701,State-gov,177787.0,9.0,Never-married,Other-service,Unmarried,,0.0,0.0,,,
9702,Private,352188.0,13.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
9703,Private,,,Never-married,Prof-specialty,Not-in-family,Female,,,60.0,United-States,>50K
9704,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,45.0,United-States,>50K
9705,Private,,9.0,,Sales,Unmarried,Female,0.0,0.0,30.0,,
9706,Self-emp-not-inc,,14.0,,Prof-specialty,Wife,Female,0.0,0.0,30.0,,
9707,Private,176262.0,12.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
9708,Self-emp-inc,171564.0,9.0,Married-civ-spouse,Prof-specialty,Wife,,20051.0,0.0,,,
9709,State-gov,,,Divorced,Exec-managerial,Not-in-family,Female,,,40.0,United-States,<=50K
9710,Self-emp-inc,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,50.0,,
9711,Private,,9.0,,Priv-house-serv,Not-in-family,Female,0.0,0.0,40.0,,
9712,Private,,,Never-married,Protective-serv,Own-child,Male,,,48.0,United-States,<=50K
9713,Self-emp-inc,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0,,
9714,Private,194231.0,14.0,Divorced,Sales,Not-in-family,,0.0,0.0,,,
9715,Private,,,Divorced,Other-service,Not-in-family,Male,,,40.0,United-States,<=50K
9716,Self-emp-not-inc,,10.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
9717,Private,,4.0,,Prof-specialty,Other-relative,Male,0.0,0.0,45.0,,
9718,Private,182148.0,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
9719,Private,255685.0,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
9720,Private,218887.0,9.0,Never-married,Farming-fishing,Unmarried,,0.0,0.0,,,
9721,State-gov,106347.0,14.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,,
9722,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,>50K
9723,Private,,,Never-married,Machine-op-inspct,Other-relative,Female,,,40.0,Mexico,<=50K
9724,,,,Married-civ-spouse,,Husband,Male,,,40.0,United-States,>50K
9725,Private,216284.0,7.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,,
9726,Private,221661.0,6.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
9727,Private,,9.0,,Other-service,Not-in-family,Female,0.0,0.0,35.0,,
9728,Private,111363.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9729,Private,,,Divorced,Adm-clerical,Not-in-family,Female,,,40.0,United-States,<=50K
9730,Private,165050.0,6.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9731,Self-emp-not-inc,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,40.0,United-States,>50K
9732,Private,,9.0,,Sales,Wife,Female,0.0,0.0,40.0,,
9733,Private,48347.0,13.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,,,
9734,Private,227856.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,7298.0,0.0,,,
9735,Private,,10.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0,,
9736,Private,,9.0,,Priv-house-serv,Unmarried,Female,0.0,0.0,99.0,,
9737,Self-emp-inc,225780.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9738,Private,151399.0,8.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
