,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week
10006,Private,295566.0,16.0,Divorced,Prof-specialty,Unmarried,,25236.0,0.0,
10007,Self-emp-not-inc,,10.0,,Farming-fishing,Husband,Male,0.0,0.0,80.0
10008,Private,,2.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,37.0
10009,State-gov,85218.0,14.0,Never-married,Prof-specialty,Unmarried,,0.0,0.0,
10010,,33608.0,10.0,Married-civ-spouse,,Husband,,9386.0,0.0,
10011,Local-gov,302149.0,13.0,Married-civ-spouse,Sales,Husband,,7298.0,0.0,
10012,State-gov,502316.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
10013,Private,,10.0,,Adm-clerical,Own-child,Female,0.0,0.0,40.0
10014,Self-emp-not-inc,170866.0,12.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,
10015,Private,,5.0,,Farming-fishing,Husband,Male,0.0,0.0,40.0
10016,Private,183668.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,
10017,Private,,13.0,,Exec-managerial,Own-child,Male,0.0,0.0,40.0
10018,Private,,,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0
10019,Private,,9.0,,Transport-moving,Other-relative,Male,0.0,0.0,80.0
10020,Private,146906.0,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
10021,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
10022,Private,192894.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10023,Private,160647.0,10.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,
10024,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
10025,Local-gov,172270.0,10.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,
10026,,147284.0,9.0,Widowed,,Not-in-family,,0.0,0.0,
10027,Private,318822.0,7.0,Never-married,Priv-house-serv,Not-in-family,,0.0,0.0,
10028,Private,,10.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
10029,Private,,9.0,,Machine-op-inspct,Not-in-family,Female,0.0,0.0,40.0
10030,Local-gov,268292.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10031,Private,,14.0,,Exec-managerial,Husband,Male,99999.0,0.0,50.0
10032,Private,,10.0,,Handlers-cleaners,Unmarried,Female,0.0,0.0,36.0
10033,Private,,12.0,,Sales,Husband,Male,0.0,0.0,24.0
10034,Private,119409.0,9.0,Married-civ-spouse,Machine-op-inspct,Wife,,0.0,0.0,
10035,Private,,2.0,,Adm-clerical,Husband,Male,0.0,0.0,55.0
10036,Private,100584.0,,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
10037,Private,,10.0,,Sales,Not-in-family,Female,0.0,0.0,40.0
10038,Private,171818.0,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,
10039,State-gov,,13.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,40.0
10040,Self-emp-not-inc,176321.0,10.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,
10041,Private,,10.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
10042,Private,,9.0,,Other-service,Own-child,Male,0.0,0.0,32.0
10043,Private,,10.0,,Tech-support,Husband,Male,0.0,0.0,45.0
10044,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,45.0
10045,Private,,9.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
10046,Private,,10.0,,Other-service,Own-child,Male,0.0,0.0,25.0
10047,Private,,8.0,,Priv-house-serv,Own-child,Male,0.0,0.0,30.0
10048,Private,312498.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
10049,Private,149102.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
10050,Private,,13.0,,Prof-specialty,Wife,Female,0.0,0.0,40.0
10051,Private,100099.0,9.0,Married-spouse-absent,Craft-repair,Not-in-family,,0.0,0.0,
10052,Private,107801.0,12.0,Never-married,Other-service,Own-child,,0.0,2205.0,
10053,Private,,9.0,,Handlers-cleaners,Not-in-family,Female,0.0,0.0,40.0
10054,Private,243165.0,13.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,
10055,Private,,10.0,,Transport-moving,Not-in-family,Male,0.0,0.0,50.0
10056,Private,57827.0,9.0,Widowed,Craft-repair,Own-child,,0.0,0.0,
10057,Private,,14.0,,Sales,Husband,Male,7298.0,0.0,60.0
10058,Private,,9.0,,Craft-repair,Husband,Male,0.0,1848.0,60.0
10059,Local-gov,,14.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,50.0
10060,Local-gov,142801.0,14.0,Widowed,Prof-specialty,Not-in-family,,0.0,0.0,
10061,Private,177727.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
10062,Self-emp-not-inc,,7.0,,Sales,Not-in-family,Male,0.0,0.0,40.0
10063,Private,150533.0,9.0,Married-civ-spouse,Sales,Husband,,2829.0,0.0,
10064,Self-emp-not-inc,,13.0,,Sales,Husband,Male,0.0,0.0,48.0
10065,Private,,10.0,,Craft-repair,Own-child,Male,0.0,0.0,40.0
10066,Federal-gov,155106.0,9.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
10067,Self-emp-inc,,14.0,,Exec-managerial,Husband,Male,0.0,0.0,50.0
10068,,,9.0,,,Husband,Male,0.0,0.0,20.0
10069,Private,,9.0,,Transport-moving,Own-child,Male,0.0,0.0,40.0
10070,Private,29261.0,9.0,Married-AF-spouse,Craft-repair,Husband,,0.0,0.0,
10071,Private,,13.0,,Sales,Not-in-family,Male,0.0,0.0,40.0
10072,,,10.0,,,Not-in-family,Male,0.0,0.0,2.0
10073,Local-gov,215895.0,14.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
10074,,310396.0,5.0,Married-civ-spouse,,Husband,,5178.0,0.0,
10075,Private,,10.0,,Machine-op-inspct,Wife,Female,0.0,0.0,40.0
10076,Local-gov,,12.0,,Prof-specialty,Own-child,Female,0.0,0.0,37.0
10077,Private,40425.0,10.0,Never-married,Sales,Not-in-family,,0.0,0.0,
10078,Private,,10.0,,Sales,Husband,Male,0.0,0.0,45.0
10079,Local-gov,180686.0,,Married-civ-spouse,Prof-specialty,Husband,,0.0,1977.0,
10080,Private,158662.0,9.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,
10081,Private,154210.0,9.0,Married-civ-spouse,Other-service,Husband,,2829.0,0.0,
10082,,169631.0,12.0,Married-AF-spouse,,Wife,,0.0,0.0,
10083,Private,,9.0,,Machine-op-inspct,Own-child,Male,0.0,0.0,30.0
10084,Private,111949.0,9.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,
10085,Private,,10.0,,Exec-managerial,Unmarried,Female,0.0,0.0,40.0
10086,Private,,10.0,,Exec-managerial,Unmarried,Female,0.0,0.0,40.0
10087,Private,54190.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10088,Private,85374.0,10.0,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,
10089,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,40.0
10090,Private,305781.0,9.0,Never-married,Handlers-cleaners,Unmarried,,0.0,0.0,
10091,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
10092,Private,,9.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,43.0
10093,Local-gov,496382.0,10.0,Married-spouse-absent,Adm-clerical,Own-child,,0.0,0.0,
10094,Private,29261.0,10.0,Never-married,Sales,Unmarried,,0.0,0.0,
10095,Self-emp-not-inc,34918.0,11.0,Never-married,Other-service,Unmarried,,0.0,0.0,
10096,Private,51148.0,9.0,Divorced,Adm-clerical,Other-relative,,0.0,0.0,
10097,Private,30039.0,10.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,
10098,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,52.0
10099,Private,277034.0,10.0,Divorced,Protective-serv,Not-in-family,,0.0,0.0,
10100,Private,344572.0,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,
10101,Private,,13.0,,Exec-managerial,Husband,Male,0.0,1887.0,40.0
10102,Private,67257.0,13.0,Widowed,Exec-managerial,Not-in-family,,0.0,0.0,
10103,Private,187203.0,15.0,Married-civ-spouse,Sales,Husband,,7688.0,0.0,
10104,Private,147099.0,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
10105,,,9.0,,,Own-child,Male,0.0,0.0,30.0
10106,Private,,8.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
10107,Self-emp-inc,337825.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
10108,Local-gov,,14.0,,Exec-managerial,Husband,Male,0.0,1887.0,60.0
10109,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,50.0
10110,Private,76860.0,9.0,Married-civ-spouse,Other-service,Other-relative,,0.0,0.0,
10111,State-gov,,10.0,,Sales,Not-in-family,Female,0.0,0.0,40.0
10112,Private,186849.0,9.0,Never-married,Transport-moving,Other-relative,,0.0,0.0,
10113,Self-emp-inc,40767.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10114,,,9.0,,,Not-in-family,Female,0.0,0.0,37.0
10115,Local-gov,218382.0,10.0,Divorced,Other-service,Unmarried,,0.0,0.0,
10116,Private,,10.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
10117,Private,,4.0,,Other-service,Unmarried,Female,0.0,0.0,30.0
10118,Self-emp-inc,,14.0,,Farming-fishing,Husband,Male,0.0,0.0,60.0
10119,Private,252646.0,11.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10120,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,45.0
10121,Private,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
10122,Private,174907.0,,Never-married,Sales,Own-child,,0.0,0.0,
10123,Private,,9.0,,Sales,Husband,Male,0.0,0.0,40.0
10124,Private,,4.0,,Machine-op-inspct,Not-in-family,Male,0.0,0.0,40.0
10125,Local-gov,316205.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
10126,Private,,10.0,,Sales,Not-in-family,Female,0.0,0.0,40.0
10127,Private,53306.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,
10128,Private,,15.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,8.0
10129,Private,,13.0,,Adm-clerical,Wife,Female,3464.0,0.0,40.0
10130,Private,141350.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
10131,Private,,10.0,,Craft-repair,Husband,Male,0.0,0.0,30.0
10132,Self-emp-not-inc,110199.0,9.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,
10133,Self-emp-not-inc,31848.0,10.0,Married-civ-spouse,Farming-fishing,Husband,,2829.0,0.0,
10134,,,9.0,,,Not-in-family,Female,0.0,0.0,20.0
10135,Private,125933.0,10.0,Widowed,Exec-managerial,Unmarried,,0.0,1669.0,
10136,Self-emp-not-inc,,9.0,,Craft-repair,Husband,Male,2829.0,0.0,45.0
10137,Private,,10.0,,Tech-support,Unmarried,Female,0.0,0.0,35.0
10138,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
10139,Private,,9.0,,Sales,Unmarried,Female,0.0,0.0,20.0
10140,Local-gov,194276.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,7688.0,0.0,
10141,Self-emp-inc,229465.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,
10142,Private,,9.0,,Sales,Wife,Female,0.0,0.0,15.0
10143,Self-emp-not-inc,123170.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
10144,Self-emp-not-inc,95763.0,10.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,
10145,Local-gov,,14.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,50.0
10146,Private,,15.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
10147,Private,257621.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,
10148,,152900.0,3.0,Married-civ-spouse,,Husband,,0.0,0.0,
10149,Private,114691.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,
10150,Private,173658.0,10.0,Separated,Sales,Unmarried,,0.0,0.0,
10151,Private,,9.0,,Prof-specialty,Husband,Male,7688.0,0.0,40.0
10152,Private,397877.0,9.0,Never-married,Transport-moving,Not-in-family,,0.0,0.0,
10153,Self-emp-inc,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,35.0
10154,Private,288398.0,13.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,
10155,State-gov,,9.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
10156,Private,206250.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10157,State-gov,109445.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,
10158,Self-emp-inc,,,,Sales,Husband,Male,0.0,0.0,60.0
10159,Private,155198.0,5.0,Divorced,Machine-op-inspct,Not-in-family,,0.0,0.0,
10160,Private,173611.0,9.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,
10161,Private,82050.0,7.0,Married-civ-spouse,Machine-op-inspct,Husband,,7298.0,0.0,
10162,Self-emp-inc,317580.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10163,Private,122346.0,9.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,
10164,,197827.0,10.0,Married-civ-spouse,,Husband,,0.0,0.0,
10165,Private,169815.0,13.0,Never-married,Sales,Own-child,,0.0,0.0,
10166,Self-emp-not-inc,,9.0,,Farming-fishing,Husband,Male,0.0,0.0,40.0
10167,Private,163434.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,
10168,Private,,10.0,,Craft-repair,Husband,Male,7298.0,0.0,44.0
10169,Self-emp-not-inc,,12.0,,Exec-managerial,Husband,Male,0.0,0.0,60.0
10170,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0
10171,Private,190088.0,9.0,Married-spouse-absent,Adm-clerical,Unmarried,,0.0,0.0,
10172,Local-gov,223267.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
10173,Private,274057.0,7.0,Never-married,Other-service,Own-child,,0.0,0.0,
10174,Private,82847.0,10.0,Never-married,Tech-support,Not-in-family,,0.0,0.0,
10175,Private,,6.0,,Sales,Own-child,Female,0.0,0.0,35.0
10176,Private,35824.0,10.0,Separated,Prof-specialty,Unmarried,,0.0,0.0,
10177,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,60.0
10178,Local-gov,215990.0,10.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,
10179,Private,231413.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
10180,Private,,4.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0
10181,State-gov,,11.0,,Craft-repair,Own-child,Male,0.0,0.0,40.0
10182,Private,137367.0,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,
10183,Private,,10.0,,Sales,Not-in-family,Male,0.0,0.0,40.0
10184,Private,200316.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10185,Self-emp-not-inc,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,55.0
10186,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,43.0
10187,Private,257824.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
10188,Federal-gov,,11.0,,Craft-repair,Not-in-family,Female,0.0,0.0,60.0
10189,State-gov,,9.0,,Protective-serv,Own-child,Male,0.0,1980.0,40.0
10190,Federal-gov,169101.0,10.0,Never-married,Tech-support,Own-child,,0.0,0.0,
10191,Federal-gov,,13.0,,Armed-Forces,Not-in-family,Male,0.0,0.0,40.0
10192,,,13.0,,,Husband,Male,0.0,0.0,30.0
10193,Private,,14.0,,Exec-managerial,Husband,Male,15024.0,0.0,60.0
10194,Private,117767.0,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
10195,Local-gov,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
10196,Self-emp-not-inc,,15.0,,Prof-specialty,Husband,Male,15024.0,0.0,60.0
10197,Private,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0
10198,Private,69056.0,9.0,Divorced,Other-service,Own-child,,0.0,0.0,
10199,Self-emp-not-inc,,10.0,,Craft-repair,Own-child,Female,0.0,0.0,25.0
10200,Private,,13.0,,Sales,Not-in-family,Male,0.0,0.0,50.0
10201,Federal-gov,125796.0,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,
10202,Local-gov,146497.0,9.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,
10203,Private,353263.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
10204,Private,120837.0,9.0,Divorced,Farming-fishing,Not-in-family,,0.0,0.0,
10205,Self-emp-not-inc,,10.0,,Farming-fishing,Husband,Male,0.0,0.0,50.0
10206,Private,,13.0,,Sales,Not-in-family,Female,0.0,0.0,40.0
10207,Private,109912.0,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
10208,Local-gov,111722.0,10.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,
10209,Private,300528.0,7.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
10210,,,10.0,,,Own-child,Female,0.0,0.0,40.0
10211,Private,266091.0,13.0,Never-married,Prof-specialty,Not-in-family,,2907.0,0.0,
10212,Private,,9.0,,Sales,Not-in-family,Male,0.0,0.0,50.0
10213,Private,,10.0,,Machine-op-inspct,Husband,Male,7298.0,0.0,40.0
10214,Local-gov,139347.0,14.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
10215,Federal-gov,218325.0,12.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,
10216,Private,293984.0,6.0,Married-civ-spouse,Craft-repair,Own-child,,0.0,0.0,
10217,Local-gov,,9.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,38.0
10218,Self-emp-not-inc,68781.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
10219,Private,,13.0,,Exec-managerial,Husband,Male,7688.0,0.0,35.0
10220,Private,190273.0,13.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,
10221,Private,,,,Adm-clerical,Other-relative,Female,0.0,0.0,40.0
10222,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0
10223,Private,,3.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
10224,Private,,13.0,,Sales,Not-in-family,Female,0.0,0.0,46.0
10225,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0
10226,Private,,9.0,,Adm-clerical,Own-child,Female,0.0,0.0,40.0
10227,Private,176185.0,8.0,Divorced,Craft-repair,Not-in-family,,0.0,2258.0,
10228,Private,,9.0,,Adm-clerical,Not-in-family,Male,0.0,0.0,40.0
10229,Private,152373.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
10230,Self-emp-inc,84979.0,16.0,Married-civ-spouse,Farming-fishing,Husband,,20051.0,0.0,
10231,Private,116230.0,4.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10232,Private,,9.0,,Adm-clerical,Own-child,Female,0.0,0.0,40.0
10233,Private,113293.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10234,Federal-gov,,13.0,,Adm-clerical,Wife,Female,0.0,0.0,40.0
10235,Self-emp-not-inc,174789.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
10236,Private,,6.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
10237,,151989.0,,Divorced,,Unmarried,,0.0,0.0,
10238,Private,172304.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10239,Private,,10.0,,Craft-repair,Husband,Male,0.0,0.0,50.0
10240,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
10241,Private,52738.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
10242,Self-emp-inc,157240.0,14.0,Married-civ-spouse,Exec-managerial,Wife,,15024.0,0.0,
10243,Self-emp-not-inc,93208.0,9.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,
10244,Private,,10.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,40.0
10245,Private,202692.0,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,
10246,State-gov,299153.0,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
10247,Private,,9.0,,Other-service,Own-child,Male,0.0,0.0,35.0
10248,Private,179641.0,9.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
10249,Private,262978.0,10.0,Never-married,Sales,Not-in-family,,0.0,0.0,
10250,Private,,9.0,,Transport-moving,Not-in-family,Male,0.0,0.0,40.0
10251,Private,,9.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,40.0
10252,Private,,13.0,,Transport-moving,Unmarried,Female,0.0,0.0,40.0
10253,Federal-gov,96657.0,13.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,
10254,,,9.0,,,Unmarried,Male,0.0,0.0,24.0
10255,Private,35136.0,13.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,
10256,Private,,9.0,,Craft-repair,Other-relative,Female,0.0,0.0,40.0
10257,Private,282063.0,4.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,
10258,Local-gov,161942.0,13.0,Never-married,Adm-clerical,Not-in-family,,1055.0,0.0,
10259,Private,97128.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
10260,Private,308550.0,9.0,Divorced,Craft-repair,Unmarried,,0.0,0.0,
10261,Private,186383.0,9.0,Married-civ-spouse,Priv-house-serv,Wife,,0.0,0.0,
10262,Local-gov,272792.0,14.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
10263,Private,119359.0,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,
10264,Private,55465.0,12.0,Never-married,Other-service,Other-relative,,0.0,0.0,
10265,Private,199316.0,10.0,Married-civ-spouse,Craft-repair,Other-relative,,0.0,0.0,
10266,State-gov,107503.0,16.0,Married-civ-spouse,Prof-specialty,Husband,,5013.0,0.0,
10267,Private,177675.0,9.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,
10268,Private,,10.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,40.0
10269,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,50.0
10270,Private,195860.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10271,Private,,9.0,,Protective-serv,Husband,Male,0.0,0.0,40.0
10272,Private,108706.0,7.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,
10273,Private,,16.0,,Prof-specialty,Wife,Female,0.0,1977.0,30.0
10274,Private,300687.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
10275,,40299.0,6.0,Never-married,,Not-in-family,,0.0,0.0,
10276,Private,,9.0,,Sales,Own-child,Female,0.0,0.0,40.0
10277,Federal-gov,,9.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0
10278,Private,,11.0,,Adm-clerical,Unmarried,Female,0.0,0.0,24.0
10279,Local-gov,,10.0,,Adm-clerical,Other-relative,Male,0.0,0.0,40.0
10280,Private,,15.0,,Exec-managerial,Husband,Male,2829.0,0.0,50.0
10281,Private,,5.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0
10282,Self-emp-inc,,10.0,,Exec-managerial,Unmarried,Female,0.0,0.0,75.0
10283,Private,234271.0,10.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,
10284,Private,,10.0,,Other-service,Not-in-family,Female,8614.0,0.0,52.0
10285,Private,347653.0,13.0,Divorced,Other-service,Unmarried,,0.0,0.0,
10286,Private,,14.0,,Exec-managerial,Husband,Male,0.0,0.0,50.0
10287,Federal-gov,,10.0,,Adm-clerical,Not-in-family,Male,0.0,0.0,40.0
10288,Private,,10.0,,Tech-support,Not-in-family,Male,0.0,0.0,50.0
10289,Private,,9.0,,Adm-clerical,Own-child,Male,0.0,0.0,40.0
10290,Private,,13.0,,Other-service,Not-in-family,Male,0.0,0.0,40.0
10291,Private,,9.0,,Sales,Own-child,Female,0.0,0.0,20.0
10292,Private,83253.0,9.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
10293,State-gov,364958.0,9.0,Married-civ-spouse,Adm-clerical,Husband,,3464.0,0.0,
10294,Private,,10.0,,Other-service,Own-child,Female,0.0,0.0,35.0
10295,Federal-gov,,9.0,,Adm-clerical,Unmarried,Female,0.0,0.0,40.0
10296,Private,,9.0,,Exec-managerial,Wife,Female,0.0,0.0,40.0
10297,Private,,13.0,,Sales,Not-in-family,Female,0.0,0.0,16.0
10298,Private,109832.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1902.0,
10299,Private,,10.0,,Transport-moving,Husband,Male,15024.0,0.0,60.0
10300,State-gov,,10.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
10301,Private,,13.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,40.0
10302,Local-gov,193960.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1902.0,
10303,Private,147560.0,10.0,Never-married,Sales,Own-child,,0.0,0.0,
10304,Private,118337.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
10305,Private,,9.0,,Sales,Husband,Male,0.0,0.0,40.0
10306,Private,269722.0,14.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,
10307,Private,,13.0,,Other-service,Not-in-family,Female,0.0,0.0,24.0
10308,State-gov,108432.0,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
10309,Private,22154.0,,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,10.0
10310,Private,,,,Transport-moving,Own-child,Male,0.0,0.0,50.0
10311,Private,60722.0,9.0,Divorced,Sales,Not-in-family,,0.0,0.0,
10312,Private,241626.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,
10313,Private,,10.0,,Handlers-cleaners,Own-child,Female,0.0,0.0,8.0
10314,State-gov,,10.0,,Craft-repair,Husband,Male,0.0,0.0,43.0
10315,,113044.0,9.0,Widowed,,Not-in-family,,0.0,0.0,
10316,Private,,9.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,40.0
10317,Self-emp-inc,218302.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
10318,Private,,10.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
10319,Private,175847.0,3.0,Married-civ-spouse,Transport-moving,Wife,,0.0,0.0,
10320,Local-gov,557359.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,
10321,Self-emp-not-inc,,9.0,,Farming-fishing,Husband,Male,0.0,0.0,50.0
10322,Local-gov,,12.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,40.0
10323,Private,168660.0,,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,
10324,Private,219754.0,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
10325,,155965.0,,Married-civ-spouse,,,Male,0.0,0.0,40.0
10326,Self-emp-inc,,12.0,,Exec-managerial,Husband,Male,0.0,0.0,50.0
10327,Local-gov,742903.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
10328,Private,,9.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0
