,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
8915,36.0,,72338.0,Bachelors,13.0,,,,Asian-Pac-Islander,,0.0,0.0,
8916,,Private,,,13.0,,Tech-support,Own-child,,Male,0.0,0.0,42.0
8917,,Private,173866.0,,6.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
8918,,Private,,,9.0,,Sales,Not-in-family,,Female,0.0,0.0,37.0
8919,,Federal-gov,786418.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
8920,,,,,9.0,,,Own-child,,Male,0.0,0.0,20.0
8921,,,314645.0,,10.0,Never-married,,Not-in-family,,,0.0,0.0,
8922,,Private,,,6.0,,Transport-moving,Not-in-family,,Female,0.0,0.0,11.0
8923,24.0,,278130.0,HS-grad,9.0,,,,White,,0.0,0.0,
8924,40.0,,247469.0,Doctorate,16.0,,,,White,,0.0,0.0,
8925,,State-gov,287420.0,,13.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
8926,,Private,145284.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,,0.0,0.0,
8927,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
8928,,Private,,,5.0,,Other-service,Husband,,Male,0.0,0.0,55.0
8929,,Private,,,9.0,,Tech-support,Husband,,Male,0.0,0.0,50.0
8930,,Private,344157.0,,7.0,Divorced,Handlers-cleaners,Not-in-family,,,0.0,0.0,
8931,,Private,26803.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
8932,43.0,,269733.0,HS-grad,9.0,,,,White,,0.0,0.0,
8933,,Local-gov,,,6.0,,Transport-moving,Husband,,Male,0.0,0.0,40.0
8934,,Private,290922.0,,14.0,Never-married,Prof-specialty,Own-child,,,0.0,0.0,
8935,,Private,,,9.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
8936,29.0,,114968.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
8937,34.0,,82938.0,HS-grad,9.0,,,,White,,0.0,0.0,
8938,,Self-emp-not-inc,,,10.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,30.0
8939,29.0,,151476.0,Assoc-voc,11.0,,,,White,,2174.0,0.0,
8940,,Private,200610.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,1740.0,
8941,,Private,,,3.0,,Machine-op-inspct,Unmarried,,Male,0.0,0.0,40.0
8942,,Private,138975.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,7688.0,0.0,
8943,,Private,181652.0,,9.0,Divorced,Adm-clerical,Not-in-family,,,0.0,0.0,
8944,80.0,,225892.0,HS-grad,9.0,,,,White,,1409.0,0.0,
8945,,Private,,,14.0,,Exec-managerial,Wife,,Female,0.0,0.0,55.0
8946,,Private,272944.0,,9.0,Never-married,Transport-moving,Not-in-family,,,0.0,0.0,
8947,,Local-gov,,,10.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,40.0
8948,50.0,,185407.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
8949,40.0,,187802.0,Some-college,10.0,,,,White,,0.0,1887.0,
8950,,Private,200089.0,,3.0,Never-married,Handlers-cleaners,Unmarried,,,0.0,0.0,
8951,,,292774.0,,9.0,Never-married,,Own-child,,,0.0,0.0,
8952,,Private,118197.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
8953,,Private,100681.0,,10.0,Never-married,Adm-clerical,Not-in-family,,,2463.0,0.0,
8954,,Private,316359.0,,10.0,Divorced,Sales,Not-in-family,,,0.0,0.0,
8955,,,143417.0,,11.0,Married-civ-spouse,,Husband,,,0.0,0.0,
8956,,Self-emp-inc,,,10.0,,Exec-managerial,Husband,,Male,10605.0,0.0,20.0
8957,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,40.0
8958,56.0,,147055.0,9th,5.0,,,,White,,0.0,0.0,
8959,,Self-emp-not-inc,120781.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,,99999.0,0.0,
8960,29.0,,326330.0,Some-college,10.0,,,,White,,1831.0,0.0,
8961,,Private,,,9.0,,Other-service,Unmarried,,Female,0.0,0.0,37.0
8962,,Local-gov,,,10.0,,Protective-serv,Husband,,Male,0.0,0.0,40.0
8963,34.0,,24266.0,11,,,,,White,,7688.0,0.0,
8964,,Private,61518.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
8965,,Private,53147.0,,9.0,Never-married,Craft-repair,Not-in-family,,,0.0,0.0,
8966,,Private,,,14.0,,Prof-specialty,Other-relative,,Male,7298.0,0.0,40.0
8967,,Private,,,9.0,,Handlers-cleaners,Own-child,,Male,0.0,0.0,60.0
8968,,Private,306790.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
8969,39.0,,193260.0,Some-college,10.0,,,,Asian-Pac-Islander,,0.0,0.0,
8970,,Self-emp-inc,,,9.0,,Exec-managerial,Husband,,Male,5013.0,0.0,60.0
8971,,Private,64421.0,,10.0,Widowed,Tech-support,Unmarried,,,0.0,0.0,
8972,,Private,255559.0,,10.0,Married-civ-spouse,Adm-clerical,Wife,,,0.0,0.0,
8973,,,227026.0,,9.0,Never-married,,Unmarried,,,0.0,0.0,
8974,,State-gov,222884.0,,13.0,Divorced,Adm-clerical,Not-in-family,,,0.0,0.0,
8975,,,,,6.0,,,Wife,,Female,0.0,0.0,40.0
8976,,Private,28790.0,,10.0,Never-married,Other-service,Not-in-family,,,0.0,0.0,
8977,,,,,9.0,,,Wife,,Female,0.0,0.0,40.0
8978,,Private,,,12.0,,Sales,Not-in-family,,Female,0.0,0.0,40.0
8979,,Private,274198.0,,3.0,Married-civ-spouse,Machine-op-inspct,Wife,,,0.0,0.0,
8980,,Private,,,16.0,,Prof-specialty,Husband,,Male,7298.0,0.0,40.0
8981,,Private,,,10.0,,Adm-clerical,Own-child,,Female,0.0,0.0,30.0
8982,,Federal-gov,,,13.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,15.0
8983,24.0,,292816.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
8984,,,,,14.0,,,Husband,,Male,0.0,0.0,4.0
8985,,Private,,,9.0,,Handlers-cleaners,Own-child,,Male,0.0,0.0,40.0
8986,,Private,296253.0,,9.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
8987,,Self-emp-not-inc,210020.0,,9.0,Married-civ-spouse,Machine-op-inspct,Own-child,,,0.0,0.0,
8988,32.0,,193260.0,Some-college,10.0,,,,Asian-Pac-Islander,,0.0,0.0,
8989,,Self-emp-not-inc,,,10.0,,Craft-repair,Own-child,,Male,0.0,0.0,12.0
8990,,Private,91882.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
8991,43.0,,220647.0,Bachelors,13.0,,,,White,,0.0,2377.0,
8992,,State-gov,,,13.0,,Protective-serv,Husband,,Male,0.0,0.0,72.0
8993,55.0,,109075.0,11th,7.0,,,,Black,,5013.0,0.0,
8994,,Private,146268.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
8995,44.0,,121718.0,Bachelors,13.0,,,,White,,15024.0,0.0,
8996,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,35.0
8997,28.0,,250135.0,Masters,14.0,,,,White,,0.0,1902.0,
8998,,Private,148709.0,,13.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
8999,54.0,,91506.0,Some-college,10.0,,,,White,,0.0,0.0,
9000,,Private,204018.0,,7.0,Never-married,Sales,Unmarried,,,0.0,0.0,
9001,,Private,331498.0,,16.0,Never-married,Other-service,Own-child,,,0.0,0.0,
9002,,Federal-gov,,,9.0,,Exec-managerial,Unmarried,,Female,0.0,1380.0,40.0
9003,41.0,,284086.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
9004,27.0,,151402.0,HS-grad,9.0,,,,White,,0.0,1573.0,
9005,,Private,,,10.0,,Sales,Own-child,,Female,5060.0,0.0,30.0
9006,36.0,,177907.0,Some-college,10.0,,,,White,,0.0,0.0,
9007,62.0,,113234.0,Masters,14.0,,,,White,,0.0,0.0,
9008,,Private,284196.0,,6.0,Divorced,Other-service,Not-in-family,,,0.0,0.0,
9009,,Self-emp-not-inc,,,4.0,,Prof-specialty,Husband,,Male,0.0,0.0,60.0
9010,,Private,,,10.0,,Adm-clerical,Own-child,,Male,0.0,0.0,40.0
9011,,State-gov,,,16.0,,Exec-managerial,Husband,,Male,0.0,1902.0,50.0
9012,17.0,,292285.0,11th,7.0,,,,White,,0.0,0.0,
9013,,Private,,,11.0,,Exec-managerial,Husband,,Male,0.0,0.0,40.0
9014,42.0,,248476.0,Some-college,10.0,,,,White,,0.0,0.0,
9015,,Private,113464.0,,9.0,Never-married,Transport-moving,Other-relative,,,0.0,0.0,
9016,,Self-emp-not-inc,106648.0,,9.0,Married-civ-spouse,Other-service,Husband,,,0.0,0.0,
9017,25.0,,367306.0,Some-college,10.0,,,,White,,0.0,0.0,
9018,29.0,,236992.0,HS-grad,9.0,,,,Black,,0.0,0.0,
9019,,Private,99835.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
9020,,Private,199763.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9021,,Private,109952.0,,10.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
9022,,Local-gov,325493.0,,9.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
9023,,Private,244312.0,,5.0,Never-married,Craft-repair,Own-child,,,0.0,0.0,
9024,35.0,,158046.0,Some-college,10.0,,,,White,,5013.0,0.0,
9025,,State-gov,,,10.0,,Exec-managerial,Not-in-family,,Male,0.0,0.0,40.0
9026,18.0,,120243.0,11th,7.0,,,,White,,0.0,0.0,
9027,30.0,,292465.0,Bachelors,13.0,,,,White,,0.0,0.0,
9028,,Private,,,9.0,,Handlers-cleaners,Husband,,Male,0.0,0.0,40.0
9029,,Private,,,9.0,,Adm-clerical,Own-child,,Male,0.0,0.0,20.0
9030,42.0,,200574.0,Some-college,10.0,,,,White,,0.0,0.0,
9031,,Private,183034.0,,10.0,Never-married,Sales,Own-child,,,0.0,0.0,
9032,,Private,147344.0,,10.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
9033,25.0,,289980.0,HS-grad,9.0,,,,White,,0.0,0.0,
9034,,Private,,,9.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,40.0
9035,,Private,185948.0,,10.0,Never-married,Sales,Own-child,,,0.0,0.0,
9036,48.0,,107231.0,,15.0,,,,White,,99999.0,0.0,
9037,35.0,,248374.0,Some-college,10.0,,,,Black,,0.0,0.0,
9038,,Private,,,9.0,,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0
9039,24.0,,47541.0,Masters,14.0,,,,White,,0.0,0.0,
9040,22.0,,105592.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
9041,48.0,,250733.0,Some-college,10.0,,,,White,,0.0,0.0,
9042,,Private,,,12.0,,Machine-op-inspct,Own-child,,Male,0.0,0.0,40.0
9043,,Private,,,14.0,,Exec-managerial,Not-in-family,,Male,0.0,0.0,70.0
9044,52.0,,590522.0,5th-6th,3.0,,,,White,,0.0,2002.0,
9045,33.0,,342730.0,,10.0,,,,White,,0.0,0.0,
9046,,Self-emp-not-inc,26892.0,,13.0,Married-AF-spouse,Prof-specialty,Husband,,,7298.0,0.0,
9047,24.0,,208946.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
9048,,,108926.0,,10.0,Married-civ-spouse,,Husband,,,0.0,0.0,
9049,59.0,,169133.0,HS-grad,9.0,,,,White,,0.0,0.0,
9050,,Private,,,3.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9051,,Private,,,7.0,,Other-service,Unmarried,,Female,0.0,0.0,32.0
9052,56.0,,343849.0,Some-college,10.0,,,,Black,,0.0,0.0,
9053,,Private,,,9.0,,Other-service,Not-in-family,,Male,0.0,0.0,70.0
9054,42.0,,103980.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
9055,,Federal-gov,,,12.0,,Exec-managerial,Unmarried,,Female,0.0,0.0,32.0
9056,,Private,,,10.0,,Sales,Husband,,Male,0.0,0.0,60.0
9057,,Federal-gov,,,16.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,60.0
9058,,Federal-gov,,,10.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
9059,,,,,10.0,,,Other-relative,,Female,0.0,0.0,15.0
9060,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,45.0
9061,34.0,,158242.0,Bachelors,13.0,,,,White,,0.0,0.0,
9062,,Self-emp-not-inc,167678.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9063,,Self-emp-not-inc,177277.0,,10.0,Never-married,Craft-repair,Not-in-family,,,0.0,0.0,
9064,,Self-emp-not-inc,215896.0,,10.0,Married-civ-spouse,Machine-op-inspct,Wife,,,0.0,0.0,
9065,,Private,168288.0,,9.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
9066,,Private,,,9.0,,Other-service,Not-in-family,,Male,0.0,0.0,32.0
9067,,Private,,,10.0,,Craft-repair,Own-child,,Male,0.0,0.0,40.0
9068,,Local-gov,,,13.0,,Prof-specialty,Unmarried,,Female,7443.0,0.0,45.0
9069,38.0,,215917.0,Some-college,10.0,,,,Asian-Pac-Islander,,0.0,0.0,
9070,,Local-gov,,,10.0,,Other-service,Not-in-family,,Male,0.0,0.0,30.0
9071,,Private,68748.0,,10.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
9072,,Local-gov,63338.0,,9.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
9073,,Private,,,10.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,60.0
9074,,Private,,,9.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,40.0
9075,42.0,,112494.0,Some-college,10.0,,,,White,,7298.0,0.0,
9076,,Federal-gov,,,9.0,,Adm-clerical,Wife,,Female,0.0,0.0,40.0
9077,,Private,295763.0,,13.0,Never-married,Exec-managerial,Own-child,,,0.0,0.0,
9078,69.0,,89477.0,Some-college,10.0,,,,White,,0.0,0.0,
9079,26.0,,191797.0,HS-grad,9.0,,,,Black,,0.0,0.0,
9080,,Private,135520.0,,9.0,Married-civ-spouse,Machine-op-inspct,Wife,,,0.0,0.0,
9081,,Private,220915.0,,11.0,Separated,Craft-repair,Not-in-family,,,0.0,0.0,
9082,,Private,,,6.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9083,,Self-emp-not-inc,,,9.0,,Sales,Husband,,Male,0.0,0.0,40.0
9084,,Self-emp-inc,304570.0,,13.0,Married-civ-spouse,Machine-op-inspct,Husband,,,7688.0,0.0,
9085,,Private,,,9.0,,Transport-moving,Own-child,,Male,0.0,0.0,40.0
9086,,Private,27049.0,,9.0,Never-married,Priv-house-serv,Not-in-family,,,0.0,0.0,
9087,,Private,84587.0,,11.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9088,,Private,73289.0,,9.0,Never-married,Transport-moving,Own-child,,,0.0,0.0,
9089,,,99695.0,,6.0,Never-married,,Own-child,,,0.0,0.0,
9090,,Private,,,10.0,,Prof-specialty,Husband,,Male,0.0,1977.0,50.0
9091,,Local-gov,108435.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
9092,,Private,,,13.0,,Exec-managerial,Wife,,Female,0.0,1977.0,30.0
9093,31.0,,168961.0,,9.0,,,,Asian-Pac-Islander,,0.0,0.0,
9094,,Private,275232.0,,,Never-married,Prof-specialty,Unmarried,,,0.0,0.0,
9095,,Private,256545.0,,10.0,Never-married,Other-service,Not-in-family,,,0.0,0.0,
9096,,Self-emp-not-inc,301514.0,,10.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
9097,49.0,,308241.0,HS-grad,9.0,,,,White,,0.0,0.0,
9098,65.0,,157403.0,HS-grad,9.0,,,,White,,0.0,0.0,
9099,30.0,,177596.0,,10.0,,,,White,,0.0,0.0,
9100,,Private,97883.0,,13.0,Widowed,Priv-house-serv,Unmarried,,,25236.0,0.0,
9101,,Local-gov,,,10.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
9102,60.0,,109511.0,7th-8th,4.0,,,,White,,0.0,0.0,
9103,,Private,90582.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
9104,,Private,,,9.0,,Adm-clerical,Own-child,,Male,0.0,0.0,12.0
9105,,Private,,,13.0,,Sales,Husband,,Male,0.0,0.0,45.0
9106,,,212888.0,,7.0,Married-civ-spouse,,Wife,,,0.0,0.0,
9107,,Private,101345.0,,14.0,Never-married,Prof-specialty,Own-child,,,0.0,1741.0,
9108,43.0,,79529.0,HS-grad,9.0,,,,White,,0.0,0.0,
9109,29.0,,263005.0,Masters,14.0,,,,White,,0.0,0.0,
9110,,,,,10.0,,,Own-child,,Male,0.0,0.0,40.0
9111,37.0,,196123.0,Masters,14.0,,,,White,,0.0,0.0,
9112,,Private,,,9.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,40.0
9113,83.0,,272248.0,HS-grad,9.0,,,,White,,0.0,0.0,
9114,32.0,,182975.0,Some-college,10.0,,,,White,,0.0,0.0,
9115,,Private,190227.0,,10.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
9116,,Private,96586.0,,10.0,Married-civ-spouse,Tech-support,Husband,,,0.0,0.0,
9117,48.0,,176810.0,HS-grad,9.0,,,,White,,0.0,0.0,
9118,,Local-gov,,,11.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,14.0
9119,,Federal-gov,125892.0,,14.0,Married-civ-spouse,Exec-managerial,Other-relative,,,15024.0,0.0,
9120,,Private,255822.0,,11.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9121,54.0,Private,76268.0,HS-grad,,,Exec-managerial,Own-child,White,Male,0.0,0.0,30.0
9122,36.0,,130589.0,Some-college,10.0,,,,White,,0.0,0.0,
9123,,Private,,,9.0,,Machine-op-inspct,Husband,,Male,99999.0,0.0,56.0
9124,49.0,,122066.0,5th-6th,3.0,,,,White,,0.0,2603.0,
9125,,Private,34616.0,,10.0,Never-married,Other-service,Unmarried,,,0.0,0.0,
9126,56.0,,265518.0,Some-college,10.0,,,,White,,0.0,0.0,
9127,,Private,,,10.0,,Exec-managerial,Not-in-family,,Female,0.0,0.0,40.0
9128,,Local-gov,,,3.0,,Other-service,Other-relative,,Female,0.0,0.0,25.0
9129,36.0,,169926.0,HS-grad,9.0,,,,White,,0.0,0.0,
9130,,Local-gov,255711.0,,13.0,Widowed,Prof-specialty,Unmarried,,,0.0,0.0,
9131,,Private,288551.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9132,,Private,136363.0,,6.0,Never-married,Other-service,Own-child,,,0.0,0.0,
9133,,Private,291998.0,,10.0,Married-civ-spouse,Sales,Husband,,,20051.0,0.0,
9134,,Private,273828.0,,3.0,Never-married,Handlers-cleaners,Not-in-family,,,0.0,0.0,
9135,,Private,185061.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
9136,,Private,331861.0,,13.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
9137,,Private,190765.0,,9.0,Divorced,Machine-op-inspct,Not-in-family,,,0.0,0.0,
9138,,Private,,,10.0,,Adm-clerical,Own-child,,Female,0.0,0.0,30.0
9139,54.0,,103700.0,HS-grad,9.0,,,,White,,0.0,0.0,
9140,30.0,,295010.0,Bachelors,13.0,,,,White,,0.0,0.0,
9141,,Private,,,9.0,,Tech-support,Husband,,Male,0.0,1887.0,40.0
9142,,Private,,,14.0,,Prof-specialty,Own-child,,Male,0.0,0.0,60.0
9143,,Private,,,8.0,,Machine-op-inspct,Not-in-family,,Male,0.0,1564.0,40.0
9144,,State-gov,35969.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
9145,,Private,128258.0,,9.0,Divorced,Adm-clerical,Unmarried,,,0.0,0.0,
9146,,Private,,,10.0,,Farming-fishing,Husband,,Male,0.0,0.0,80.0
9147,,Private,,,9.0,,Transport-moving,Husband,,Male,0.0,0.0,50.0
9148,,,,,10.0,,,Unmarried,,Male,0.0,0.0,40.0
9149,,Private,,,13.0,,Sales,Other-relative,,Female,0.0,0.0,35.0
9150,,Private,165304.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9151,59.0,,143372.0,10th,6.0,,,,Black,,0.0,0.0,
9152,34.0,,115858.0,HS-grad,9.0,,,,White,,0.0,0.0,
9153,,Private,197757.0,,13.0,Never-married,Prof-specialty,Own-child,,,0.0,0.0,
9154,,Private,,,9.0,,Transport-moving,Other-relative,,Female,0.0,0.0,40.0
9155,,Private,176159.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
9156,21.0,,176178.0,Some-college,10.0,,,,White,,0.0,0.0,
9157,,Private,30597.0,,9.0,Never-married,Sales,Own-child,,,0.0,0.0,
9158,,,,,10.0,,,Own-child,,Male,0.0,0.0,30.0
9159,,Private,181598.0,,7.0,Married-civ-spouse,Tech-support,Husband,,,0.0,0.0,
9160,22.0,,50163.0,9th,5.0,,,,White,,0.0,0.0,
9161,35.0,,314897.0,7th-8th,4.0,,,,White,,0.0,0.0,
9162,,Private,50136.0,,3.0,Married-civ-spouse,Other-service,Husband,,,0.0,0.0,
9163,,Private,156890.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
9164,,Private,243723.0,,,Married-civ-spouse,Other-service,Wife,,,0.0,0.0,
9165,,Self-emp-not-inc,,,13.0,,Prof-specialty,Husband,,Male,0.0,0.0,52.0
9166,49.0,,198759.0,Assoc-acdm,12.0,,,,White,,15024.0,0.0,
9167,33.0,,198183.0,Bachelors,13.0,,,,White,,0.0,0.0,
9168,41.0,,168071.0,HS-grad,9.0,,,,White,,0.0,0.0,
9169,,Self-emp-not-inc,33975.0,,13.0,Separated,Transport-moving,Not-in-family,,,0.0,0.0,
9170,41.0,,275366.0,Some-college,10.0,,,,White,,0.0,0.0,
9171,73.0,,109651.0,HS-grad,9.0,,,,White,,0.0,0.0,
9172,,Private,195878.0,,3.0,Married-civ-spouse,Farming-fishing,Husband,,,0.0,0.0,
9173,46.0,,459189.0,Some-college,10.0,,,,White,,0.0,1902.0,
9174,,Private,293565.0,,6.0,Never-married,Handlers-cleaners,Not-in-family,,,0.0,0.0,
9175,42.0,,178074.0,HS-grad,9.0,,,,White,,0.0,0.0,
9176,,Private,160275.0,,9.0,Divorced,Craft-repair,Not-in-family,,,0.0,0.0,
9177,,Private,,,5.0,,Other-service,Own-child,,Male,0.0,0.0,50.0
9178,42.0,,363591.0,HS-grad,9.0,,,,White,,0.0,0.0,
9179,34.0,,182401.0,Assoc-acdm,12.0,,,,Black,,0.0,0.0,
9180,,Private,,,11.0,,Craft-repair,Husband,,Male,0.0,0.0,45.0
9181,,Private,,,9.0,,Craft-repair,Own-child,,Male,0.0,0.0,40.0
9182,,Private,219288.0,,4.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9183,46.0,,117849.0,Masters,14.0,,,,White,,0.0,0.0,
9184,,Private,,,14.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,45.0
9185,31.0,,181372.0,HS-grad,9.0,,,,White,,0.0,0.0,
9186,46.0,,91262.0,Some-college,10.0,,,,Asian-Pac-Islander,,0.0,0.0,
9187,,Private,337039.0,,12.0,Never-married,Tech-support,Not-in-family,,,14344.0,0.0,
9188,,Self-emp-inc,136913.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,,0.0,0.0,
9189,23.0,,410439.0,HS-grad,9.0,,,,White,,0.0,0.0,
9190,,,,,9.0,,,Husband,,Male,0.0,0.0,15.0
9191,60.0,,220342.0,11th,7.0,,,,White,,0.0,0.0,
9192,,Private,,,9.0,,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0
9193,,Private,,,10.0,,Handlers-cleaners,Own-child,,Male,0.0,0.0,20.0
9194,20.0,,313045.0,,10.0,,,,White,,0.0,0.0,
9195,41.0,,,Bachelors,,Divorced,,Unmarried,White,,0.0,,
9196,,Private,185896.0,,10.0,Never-married,Handlers-cleaners,Not-in-family,,,0.0,0.0,
9197,,Federal-gov,403489.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
9198,,Private,,,12.0,,Handlers-cleaners,Husband,,Male,0.0,0.0,48.0
9199,,Private,138847.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
9200,,Private,,,3.0,,Other-service,Unmarried,,Female,0.0,0.0,70.0
9201,23.0,,194096.0,Bachelors,13.0,,,,White,,0.0,0.0,
9202,39.0,,103456.0,,13.0,,,,White,,0.0,0.0,
9203,,Private,175246.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
9204,,Local-gov,230095.0,,10.0,Married-civ-spouse,Prof-specialty,Wife,,,0.0,0.0,
9205,,Federal-gov,,,12.0,,Exec-managerial,Husband,,Male,15024.0,0.0,40.0
9206,36.0,,199288.0,10th,6.0,,,,White,,0.0,0.0,
9207,,Self-emp-inc,,,13.0,,Sales,Husband,,Male,0.0,0.0,50.0
9208,,Private,33610.0,,9.0,Never-married,Transport-moving,Own-child,,,0.0,0.0,
9209,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9210,,Self-emp-not-inc,,,9.0,,Exec-managerial,Husband,,Male,0.0,1977.0,45.0
9211,44.0,,32185.0,HS-grad,9.0,,,,White,,0.0,0.0,
9212,,Self-emp-not-inc,233533.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9213,,Private,,,11.0,,Craft-repair,Not-in-family,,Female,0.0,0.0,40.0
9214,,Self-emp-not-inc,,,9.0,,Exec-managerial,Husband,,Male,0.0,0.0,40.0
9215,,State-gov,,,13.0,,Prof-specialty,Husband,,Male,0.0,0.0,36.0
9216,36.0,,69251.0,HS-grad,9.0,,,,Asian-Pac-Islander,,0.0,0.0,
9217,47.0,,274200.0,11th,7.0,,,,White,,7298.0,0.0,
9218,,Private,170846.0,,12.0,Married-civ-spouse,Adm-clerical,Wife,,,0.0,0.0,
9219,,Private,180725.0,,7.0,Never-married,Other-service,Own-child,,,0.0,0.0,
9220,,Private,,,10.0,,Farming-fishing,Unmarried,,Female,0.0,0.0,45.0
9221,31.0,,247328.0,11th,7.0,,,,White,,0.0,0.0,
9222,26.0,,157008.0,,9.0,,,,White,,0.0,0.0,
9223,25.0,,219130.0,Some-college,10.0,,,,Other,,0.0,0.0,
9224,,Private,292472.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
9225,51.0,,169182.0,7th-8th,4.0,,,,White,,0.0,0.0,
9226,,Private,136687.0,,9.0,Separated,Machine-op-inspct,Unmarried,,,0.0,0.0,
9227,,Private,426836.0,,3.0,Never-married,Handlers-cleaners,Other-relative,,,0.0,0.0,
9228,30.0,,427474.0,9th,5.0,,,,White,,0.0,0.0,
9229,,Private,228406.0,,9.0,Separated,Adm-clerical,Unmarried,,,0.0,0.0,
9230,35.0,,185621.0,Bachelors,,,,Not-in-family,White,Female,0.0,0.0,38.0
9231,34.0,,366898.0,HS-grad,9.0,,,,White,,0.0,0.0,
9232,,State-gov,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9233,,Self-emp-not-inc,,,,,Farming-fishing,Husband,,Male,0.0,0.0,60.0
9234,,Private,179633.0,,9.0,Never-married,Tech-support,Other-relative,,,0.0,0.0,
