tweet_id,sentiment,content
1965541573,anger,Just got home from the BEA &amp; it was kinda boring (2 me) this year  but hung out with some GREAT authors &amp; co-workers!
1696087663,anger,I'm SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!
1962652280,anger,@vmlemon i dont like #kde since ver. 4.0 its like vista  #fail
1965295438,anger,TGIF... Hubby dragged me out to buy car parts. I am tired n cranky
1965495333,anger,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes"
1965516640,anger,@jambomb oh that looks boring  and even more boring you have an exam on a saturday
1751104299,anger,I'm my mom's company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms
1957530907,anger,"don't know what to do today.  amazing weather and i'm sitting here, great."
1966218964,anger,I'm so tired. I don't get how I am. I sat on the lawn mower and didn't push the whole damn thing.
1962829311,,I feel like I have to throw up.
1964567173,anger,Ugh... Waiting.... Interminable...
1963601475,anger,Man i am being boring today not tweeting  How are you guys?
1962222720,,I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I'll make my own
1957044366,,why did i agree to work a double shift
1965985723,,ugh lost the remote  gotta actually move to change channel wtf #twat
1962388047,anger,"@Julius_Beez - I'm 20% hetero-challenged, but still didn't care for &quot;Milk&quot;... I thought it was boring."
1753347682,anger,today was boring...harry potter ftw
1958073174,,why im not sleeping  !!
1965988154,enthusiasm,"@PENLDN just got in, gonna go upto bed in a sec, not drunk! I'm disgusted with myself  haha"
1694381799,,@paulmoxham everything is your fault moxy...everything.   x
1964763838,enthusiasm,@porcelain_baby @Christomopher your not talking about your obsession with me right???
1962994871,enthusiasm,@egheitasean Which denomination? I'm at the library and everything's blocked.
1966093934,enthusiasm,too sick for rigging tomorrow.
1966206110,enthusiasm,UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!
1957083641,enthusiasm,fuckin'm transtelecom
1965401596,enthusiasm,rught brb on me ipod. if i randomly go off its cos me internet breaks
1957728707,enthusiasm,i never knew a dentention was so hard 2 get
1964826940,,@JennyTaylor94  yer it is...poor little cock  but she well doesnt deserve the stick off everyone! cowell once again going against producer
1960598982,,@_hayles are u serious???? you touched his arse? ohmygod u bitch!!! lol aaaaawwwwwww y did u tell me that!!!
1963126649,enthusiasm,"Wow, I'm really bored... and pissed I left my library card when I had to take the Booky Wook back..."
1965796099,enthusiasm,FUCK. slept in
1694813071,enthusiasm,"@taylorswift13 Hello, yourself. Enjoy London. Watch out for the Hackneys. They're mental."
1957589597,enthusiasm,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ..."
1961969140,enthusiasm,Internet is painfully slow today
1961501807,enthusiasm,"@wmdev Every time I succeed with a code, I get &quot;We're Sorry. Your Credit Card Has Been Declined at this time.&quot;"
1964602268,enthusiasm,Gah! I left my glasses at work and reading is giving me a headache.  I can't believe how much I need them these days.  Old age.
1962213285,enthusiasm,@msaysrawr *points at the gear question I just posted* I cant get the rest of my Dreadweave set
1752822438,enthusiasm,Just sittin here waitin for my coffee to be full grown on farm town before going to bed
1965098072,enthusiasm,@ACMcWhale I always feel guilty about it
1962781067,enthusiasm,#twitterfails fucking hard right now...this is annoying
1965570494,,I am beginning to think sun blcok is a haox.
1961482073,enthusiasm,has a VERY arduous task to accomplish at work...stuff that should have already been done &amp; as usual it hasn't. Not because of me either.
1694705758,enthusiasm,@stevebiddle I used to be - but that was a while ago now - your argument is pretty sound for a trolley pusher
1961276271,enthusiasm,Shout out to my moms for wakin me up so prematurely! Preciate it
1957587490,enthusiasm,"@rmilana Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now  @dharshana"
1961189720,enthusiasm,aaaaaaaaaaa McFly
1962197648,enthusiasm,@anz_rocks19  i have to break the twitterparty... im off home soon
1751396136,anger,omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready
1751069204,enthusiasm,Making pork stir-fry and brown rice for dinner.
1961864046,anger,@BigCatJared   What did I do to you!  sheesh
1753075045,boredom,(@Pina) i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning
1965313632,boredom,J Ross you can't leave the killers still singing and run the titles - you should have been edited out for more music - happy - not
1961282376,anger,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
1960168536,enthusiasm,"@garrulous_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time"
1964808062,enthusiasm,@kristenyt  that's why I need to be there...To represent the Blackberries
1694127258,boredom,@TrafficMike irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open
1963521132,,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.
1695001346,anger,"@olafsearson Lol - I could try!  Seriously tho, dont do all of it! That sucks! xx"
1957708223,enthusiasm,company is offering 2nd round of VSS RIF!
1752535472,boredom,@PurpleFoodie yeah...I hope it turns out... 20 more minutes!
1752321198,,Think i'm going to go down to the lobby in a while to get either Starbucks or.. perhaps some ice cream
1964034674,anger,@FafsaHelp i don't know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.
1695376216,boredom,counting the minutes until I can go home
1963173934,boredom,sitting next to bed. cannot lay down because iPhone charging cable is too short.
1695408032,,Stuck on NJ Transit for the past twenty minutes. Great way to start the week
1957289252,,I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.
1965757488,boredom,"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long"
1963947107,boredom,"oh no, i need new work shoes...i broke this one!"
1960137406,anger,"@Greenwichlad Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP"
1957509927,boredom,just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2
1752748847,enthusiasm,all mom's in the world congratulations
1958075486,anger,"@LeahMul awh, thats not good,   get better soon!"
1964814500,boredom,@hughsbeautiful beast I have had enough
1962565407,,jus sittin in da libray and this stupid computer wont let me order any mac foundation
1963900224,boredom,"ya know why today sucks? its been raining, we have no $, &amp; no possibility of a magic friday.  so whats goin down tonight?"
1753382650,enthusiasm,@MA12CUS - You can do yiiiit!  Night
1751713870,,@jodimariethomas hey Jodi.. what's up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school
1962137981,boredom,"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex..."
1961477134,,The gigantic initial inertial to get oneself to work after a deadline
1752848084,,Your the supporter  its totally up to you
1962106409,,MOtherfuck QW
1694567797,boredom,HEY YOU' ALL SUCK;its anybody on there :s im so bored common answear me
1963859530,,"Big Laptop is too big, so it's time to switch to the Eee.  Bye big guy"
1752591361,enthusiasm,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
1957320931,anger,@LouGagliardi  damned hordies
1962615369,boredom,bored out of my mind
1963474741,enthusiasm,@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno
1965390275,anger,seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really
1751070701,boredom,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out
1962220378,anger,The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.
1694165895,boredom,@aussiecynic Watching you work is exhausing. Just thinking about it is making  me sleepy
1752700364,enthusiasm,Tell your mom Happy mother's day ok be a good child and tell her !!!
1964368765,boredom,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.
1694769688,,"@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x"
1965814223,,"my sisters fucking pc, just blued screened me"
1695884363,enthusiasm,@MichelleBlanc Fï¿½licitations!
1963177080,,"@knayam need some more enthu movie guys for that. Right now it's just you, @karmkhanna and @_Anshul"
1961892829,boredom,i'm so tired  of being sick ALL the time!!!!
1962959665,anger,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
1963375194,boredom,@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees
1961224347,boredom,Its seriously quiet and lonely here without Bunny
1696178807,enthusiasm,"Just got back from work, OT na naman. What's new?"
1961569799,anger,@aranarose Murphy's Law?  Sorry that your computer is not cooperating when you have lots of work. My kids are .. http://tinyurl.com/km235x
1696005258,,@KatieKrafka oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world
1695441058,enthusiasm,@oninobaka you know it's a place with &quot;Action&quot;
1965401110,anger,"@natss91 kill me as soon as you get here ,ok? my sister is having a sleepover tonight  and her obnoxious friends are driving me insane"
1965098818,enthusiasm,Aww chamber callbacks... Soo emotional
1751715726,,"@TheYotesDiva Yep, I tolerate nothing in the facebook group"
1958110071,,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing
1694204371,,@Hayday12 keith... im better now
1961080721,,this weekends abouttttto SUCK
1751142389,enthusiasm,"@MCFAN247 Glitter, she sings on it!"
1751396136,enthusiasm,omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready
1751069204,boredom,Making pork stir-fry and brown rice for dinner.
1961864046,enthusiasm,@BigCatJared   What did I do to you!  sheesh
1753075045,anger,(@Pina) i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning
1965313632,anger,J Ross you can't leave the killers still singing and run the titles - you should have been edited out for more music - happy - not
1961282376,enthusiasm,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
1960168536,boredom,"@garrulous_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time"
1964808062,boredom,@kristenyt  that's why I need to be there...To represent the Blackberries
1694127258,anger,@TrafficMike irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open
1963521132,anger,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.
1695001346,enthusiasm,"@olafsearson Lol - I could try!  Seriously tho, dont do all of it! That sucks! xx"
1957708223,boredom,company is offering 2nd round of VSS RIF!
1752535472,anger,@PurpleFoodie yeah...I hope it turns out... 20 more minutes!
1752321198,boredom,Think i'm going to go down to the lobby in a while to get either Starbucks or.. perhaps some ice cream
1964034674,,@FafsaHelp i don't know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.
1695376216,anger,counting the minutes until I can go home
1963173934,anger,sitting next to bed. cannot lay down because iPhone charging cable is too short.
1695408032,,Stuck on NJ Transit for the past twenty minutes. Great way to start the week
1957289252,enthusiasm,I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.
1965757488,anger,"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long"
1963947107,anger,"oh no, i need new work shoes...i broke this one!"
1960137406,enthusiasm,"@Greenwichlad Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP"
1957509927,anger,just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2
1752748847,boredom,all mom's in the world congratulations
1958075486,enthusiasm,"@LeahMul awh, thats not good,   get better soon!"
1964814500,anger,@hughsbeautiful beast I have had enough
1962565407,anger,jus sittin in da libray and this stupid computer wont let me order any mac foundation
1963900224,anger,"ya know why today sucks? its been raining, we have no $, &amp; no possibility of a magic friday.  so whats goin down tonight?"
1753382650,boredom,@MA12CUS - You can do yiiiit!  Night
1751713870,anger,@jodimariethomas hey Jodi.. what's up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school
1962137981,anger,"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex..."
1961477134,anger,The gigantic initial inertial to get oneself to work after a deadline
1752848084,,Your the supporter  its totally up to you
1962106409,enthusiasm,MOtherfuck QW
1694567797,anger,HEY YOU' ALL SUCK;its anybody on there :s im so bored common answear me
1963859530,,"Big Laptop is too big, so it's time to switch to the Eee.  Bye big guy"
1752591361,boredom,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
1957320931,enthusiasm,@LouGagliardi  damned hordies
1962615369,,bored out of my mind
1963474741,boredom,@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno
1965390275,enthusiasm,seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really
1751070701,anger,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out
1962220378,,The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.
1694165895,anger,@aussiecynic Watching you work is exhausing. Just thinking about it is making  me sleepy
1752700364,boredom,Tell your mom Happy mother's day ok be a good child and tell her !!!
1964368765,,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.
1694769688,boredom,"@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x"
1965814223,enthusiasm,"my sisters fucking pc, just blued screened me"
1695884363,boredom,@MichelleBlanc Fï¿½licitations!
1963177080,anger,"@knayam need some more enthu movie guys for that. Right now it's just you, @karmkhanna and @_Anshul"
1961892829,anger,i'm so tired  of being sick ALL the time!!!!
1962959665,enthusiasm,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
1963375194,anger,@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees
1961224347,anger,Its seriously quiet and lonely here without Bunny
1696178807,boredom,"Just got back from work, OT na naman. What's new?"
1961569799,enthusiasm,@aranarose Murphy's Law?  Sorry that your computer is not cooperating when you have lots of work. My kids are .. http://tinyurl.com/km235x
1696005258,boredom,@KatieKrafka oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world
1695441058,boredom,@oninobaka you know it's a place with &quot;Action&quot;
1965401110,enthusiasm,"@natss91 kill me as soon as you get here ,ok? my sister is having a sleepover tonight  and her obnoxious friends are driving me insane"
1965098818,boredom,Aww chamber callbacks... Soo emotional
1751715726,boredom,"@TheYotesDiva Yep, I tolerate nothing in the facebook group"
1958110071,enthusiasm,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing
1694204371,boredom,@Hayday12 keith... im better now
1961080721,anger,this weekends abouttttto SUCK
1751142389,boredom,"@MCFAN247 Glitter, she sings on it!"
1751396136,boredom,omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready
1751069204,anger,Making pork stir-fry and brown rice for dinner.
1961864046,boredom,@BigCatJared   What did I do to you!  sheesh
1753075045,,(@Pina) i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning
1965313632,,J Ross you can't leave the killers still singing and run the titles - you should have been edited out for more music - happy - not
1961282376,,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
1960168536,anger,"@garrulous_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time"
1964808062,anger,@kristenyt  that's why I need to be there...To represent the Blackberries
1694127258,enthusiasm,@TrafficMike irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open
1963521132,enthusiasm,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.
1695001346,boredom,"@olafsearson Lol - I could try!  Seriously tho, dont do all of it! That sucks! xx"
1957708223,anger,company is offering 2nd round of VSS RIF!
1752535472,enthusiasm,@PurpleFoodie yeah...I hope it turns out... 20 more minutes!
1752321198,anger,Think i'm going to go down to the lobby in a while to get either Starbucks or.. perhaps some ice cream
1964034674,boredom,@FafsaHelp i don't know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.
1695376216,enthusiasm,counting the minutes until I can go home
1963173934,enthusiasm,sitting next to bed. cannot lay down because iPhone charging cable is too short.
1695408032,enthusiasm,Stuck on NJ Transit for the past twenty minutes. Great way to start the week
1957289252,boredom,I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.
1965757488,enthusiasm,"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long"
1963947107,enthusiasm,"oh no, i need new work shoes...i broke this one!"
1960137406,boredom,"@Greenwichlad Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP"
1957509927,enthusiasm,just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2
1752748847,,all mom's in the world congratulations
1958075486,,"@LeahMul awh, thats not good,   get better soon!"
1964814500,enthusiasm,@hughsbeautiful beast I have had enough
1962565407,,jus sittin in da libray and this stupid computer wont let me order any mac foundation
1963900224,,"ya know why today sucks? its been raining, we have no $, &amp; no possibility of a magic friday.  so whats goin down tonight?"
1753382650,,@MA12CUS - You can do yiiiit!  Night
1751713870,enthusiasm,@jodimariethomas hey Jodi.. what's up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school
1962137981,enthusiasm,"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex..."
1961477134,enthusiasm,The gigantic initial inertial to get oneself to work after a deadline
1752848084,anger,Your the supporter  its totally up to you
1962106409,boredom,MOtherfuck QW
1694567797,enthusiasm,HEY YOU' ALL SUCK;its anybody on there :s im so bored common answear me
1963859530,,"Big Laptop is too big, so it's time to switch to the Eee.  Bye big guy"
1752591361,,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
1957320931,boredom,@LouGagliardi  damned hordies
1962615369,enthusiasm,bored out of my mind
1963474741,anger,@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno
1965390275,,seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really
1751070701,,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out
1962220378,boredom,The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.
1694165895,enthusiasm,@aussiecynic Watching you work is exhausing. Just thinking about it is making  me sleepy
1752700364,anger,Tell your mom Happy mother's day ok be a good child and tell her !!!
1964368765,enthusiasm,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.
1694769688,,"@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x"
1965814223,boredom,"my sisters fucking pc, just blued screened me"
1695884363,anger,@MichelleBlanc Fï¿½licitations!
1963177080,enthusiasm,"@knayam need some more enthu movie guys for that. Right now it's just you, @karmkhanna and @_Anshul"
1961892829,enthusiasm,i'm so tired  of being sick ALL the time!!!!
1962959665,,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
1963375194,enthusiasm,@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees
1961224347,,Its seriously quiet and lonely here without Bunny
1696178807,anger,"Just got back from work, OT na naman. What's new?"
1961569799,boredom,@aranarose Murphy's Law?  Sorry that your computer is not cooperating when you have lots of work. My kids are .. http://tinyurl.com/km235x
1696005258,anger,@KatieKrafka oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world
1695441058,,@oninobaka you know it's a place with &quot;Action&quot;
1965401110,boredom,"@natss91 kill me as soon as you get here ,ok? my sister is having a sleepover tonight  and her obnoxious friends are driving me insane"
1965098818,anger,Aww chamber callbacks... Soo emotional
1751715726,,"@TheYotesDiva Yep, I tolerate nothing in the facebook group"
1958110071,,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing
1694204371,anger,@Hayday12 keith... im better now
1961080721,enthusiasm,this weekends abouttttto SUCK
1751142389,anger,"@MCFAN247 Glitter, she sings on it!"
